Year,Month,Day,Hour,Load,Combined_Temp,Combined_GHI,Day_Clipped,DayOfYear,dow,Timestep,sin_day,cos_day,sin_week,cos_week,sin_year,cos_year,is_weekend,Date,is_holiday,lag_1_temp,lag_24_temp,delta_1_temp,delta_24_temp,lag_1_ghi,lag_24_ghi,delta_1_ghi,delta_24_ghi,CDH,HDH
1,1,1,11,1603.0,-0.5035962227775551,1.304233935100195,1,1,0,10,-0.8660254037844386,0.5000000000000001,0.6801727377709194,0.7330518718298263,0.0286667786279811,0.9995890234506852,0,2021-01-01,1,-1.7314263541521675,0.0,1.2278301313746125,0.0,0.160278595100441,0.0,1.143955339999754,0.0,0.0,20.503596222777556
1,1,1,12,1552.0,-0.1096197294782407,2.126558983770666,1,1,0,11,-0.5000000000000004,0.8660254037844384,0.7330518718298262,0.6801727377709195,0.0315325492209659,0.999502725528864,0,2021-01-01,1,-0.5035962227775551,0.0,0.3939764932993144,0.0,1.304233935100195,0.0,0.822325048670471,0.0,0.0,20.10961972947824
1,1,1,13,1561.0,-0.0828622671239824,2.52270084495762,1,1,0,12,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0.034398060613608,0.9994082116062598,0,2021-01-01,1,-0.1096197294782407,0.0,0.0267574623542582,0.0,2.126558983770666,0.0,0.3961418611869538,0.0,0.0,20.082862267123986
1,1,1,14,1575.0,-0.2142861971103133,2.465144546127212,1,1,0,13,0.5,0.8660254037844386,0.8262387743159949,0.563320058063622,0.0372632892511502,0.9993054824597856,0,2021-01-01,1,-0.0828622671239824,0.0,-0.1314239299863308,0.0,2.52270084495762,0.0,-0.0575562988304079,0.0,0.0,20.21428619711031
1,1,1,15,1745.0,-0.5270020754212166,1.9116353059989668,1,1,0,14,0.8660254037844384,0.5000000000000006,0.8660254037844386,0.5000000000000001,0.0401282115811598,0.9991945389338844,0,2021-01-01,1,-0.2142861971103133,0.0,-0.3127158783109033,0.0,2.465144546127212,0.0,-0.5535092401282451,0.0,0.0,20.527002075421215
1,1,1,16,1987.0,-0.7177346785561298,0.7986758626143663,1,1,0,15,1.0,1.1943401194869637e-15,0.9009688679024191,0.4338837391175582,0.042992804053722,0.9990753819405211,0,2021-01-01,1,-0.5270020754212166,0.0,-0.1907326031349132,0.0,1.9116353059989668,0.0,-1.1129594433846006,0.0,0.0,20.71773467855613
1,1,1,17,2277.0,-0.9782029679366304,-0.378918400565337,1,1,0,16,0.8660254037844392,-0.4999999999999992,0.9308737486442042,0.365341024366395,0.0458570431216333,0.9989480124591772,0,2021-01-01,1,-0.7177346785561298,0.0,-0.2604682893805006,0.0,0.7986758626143663,0.0,-1.1775942631797034,0.0,0.0,20.97820296793663
1,1,1,18,2515.0,-1.6050468116737346,-1.4066434970760298,1,1,0,17,0.4999999999999998,-0.8660254037844388,0.9555728057861408,0.2947551744109041,0.0487209052405954,0.9988124315368412,0,2021-01-01,1,-0.9782029679366304,0.0,-0.6268438437371042,0.0,-0.378918400565337,0.0,-1.0277250965106928,0.0,0.0,21.605046811673738
1,1,1,19,2525.0,-1.9288998442638228,-1.6461350356732445,1,1,0,18,3.673940397442059e-16,-1.0,0.9749279121818236,0.2225209339563144,0.0515843668694083,0.9986686402879996,0,2021-01-01,1,-1.6050468116737346,0.0,-0.3238530325900881,0.0,-1.4066434970760298,0.0,-0.2394915385972147,0.0,0.0,21.928899844263825
1,1,1,20,2465.0,-2.1053867906700563,-1.6461350356732445,1,1,0,19,-0.4999999999999991,-0.8660254037844392,0.9888308262251284,0.1490422661761746,0.0544474044701643,0.99851663989463,0,2021-01-01,1,-1.9288998442638228,0.0,-0.1764869464062335,0.0,-1.6461350356732445,0.0,0.0,0.0,0.0,22.105386790670057
1,1,1,21,2378.0,-2.216457569044756,-1.6461350356732445,1,1,0,20,-0.8660254037844387,-0.4999999999999998,0.99720379718118,0.0747300935864243,0.0573099945084412,0.9983564316061888,0,2021-01-01,1,-2.1053867906700563,0.0,-0.1110707783746995,0.0,-1.6461350356732445,0.0,0.0,0.0,0.0,22.216457569044756
1,1,1,22,2251.0,-2.241285728820178,-1.6461350356732445,1,1,0,21,-1.0,-4.286263797015736e-16,1.0,6.123233995736766e-17,0.0601721134534957,0.9981880167396018,0,2021-01-01,1,-2.216457569044756,0.0,-0.024828159775422,0.0,-1.6461350356732445,0.0,0.0,0.0,0.0,22.241285728820177
1,1,1,23,2077.0,-2.341426015576945,-1.6461350356732445,1,1,0,22,-0.8660254037844392,0.4999999999999991,0.99720379718118,-0.074730093586424,0.063033737778457,0.9980113966792548,0,2021-01-01,1,-2.241285728820178,0.0,-0.1001402867567669,0.0,-1.6461350356732445,0.0,0.0,0.0,0.0,22.341426015576943
1,1,1,24,1923.0,-2.5258670576489974,-1.6461350356732445,1,1,0,23,-0.5000000000000014,0.8660254037844378,0.9888308262251284,-0.1490422661761743,0.0658948439605202,0.9978265728769798,0,2021-01-01,1,-2.341426015576945,0.0,-0.1844410420720525,0.0,-1.6461350356732445,0.0,0.0,0.0,0.0,22.525867057649
1,1,2,1,1849.0,-2.7144146156511986,-1.6461350356732445,2,2,1,24,-4.898587196589413e-16,1.0,0.9749279121818236,-0.2225209339563143,0.0687554084811394,0.9976335468520452,0,2021-01-02,0,-2.5258670576489974,-4.042278634795733,-0.1885475580022011,1.3278640191445343,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.714414615651197
1,1,2,2,1812.0,-2.8901781388992056,-1.6461350356732445,2,2,1,25,0.5000000000000006,0.8660254037844383,0.9555728057861408,-0.2947551744109042,0.0716154078262213,0.9974323201911416,0,2021-01-02,0,-2.7144146156511986,-4.137674035906879,-0.175763523248007,1.2474958970076733,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.89017813889921
1,1,2,3,1801.0,-3.1673540705870686,-1.6461350356732445,2,2,1,26,0.8660254037844387,0.4999999999999999,0.9308737486442042,-0.3653410243663951,0.0744748184863184,0.9972228945483702,0,2021-01-02,0,-2.8901781388992056,-4.205328930628449,-0.277175931687863,1.03797486004138,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.16735407058707
1,1,2,4,1772.0,-3.4872049865492833,-1.6461350356732445,2,2,1,27,1.0,5.51091059616309e-16,0.9009688679024191,-0.433883739117558,0.0773336169568223,0.9970052716452285,0,2021-01-02,0,-3.1673540705870686,-4.409676234179682,-0.3198509159622147,0.9224712476303988,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.487204986549283
1,1,2,5,1849.0,-3.153791691250342,-1.6461350356732445,2,2,1,28,0.8660254037844393,-0.499999999999999,0.8660254037844387,-0.4999999999999998,0.0801917797381567,0.9967794532705954,0,2021-01-02,0,-3.4872049865492833,-4.435789724549862,0.3334132952989415,1.2819980332995198,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.15379169125034
1,1,2,6,2019.0,-3.281741449250041,-1.6461350356732445,2,2,1,29,0.5,-0.8660254037844386,0.8262387743159949,-0.5633200580636221,0.083049283335971,0.9965454412807184,0,2021-01-02,0,-3.153791691250342,-4.568203640924901,-0.1279497579996991,1.2864621916748602,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.28174144925004
1,1,2,7,2206.0,-3.3972672507221704,-1.6461350356732445,2,2,1,30,2.388680238973927e-15,-1.0,0.7818314824680299,-0.6234898018587335,0.0859061042613327,0.9963032375991964,0,2021-01-02,0,-3.281741449250041,-4.453775707552221,-0.1155258014721294,1.0565084568300502,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.39726725072217
1,1,2,8,2236.0,-3.801645051131194,-1.6461350356732445,2,2,1,31,-0.4999999999999989,-0.8660254037844393,0.7330518718298265,-0.6801727377709192,0.0887622190309213,0.9960528442169656,0,2021-01-02,0,-3.3972672507221704,-4.505767098962182,-0.4043778004090237,0.704122047830988,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.801645051131196
1,1,2,9,2153.0,-3.167507884137784,-1.1353126075646465,2,2,1,32,-0.8660254037844377,-0.5000000000000016,0.6801727377709194,-0.7330518718298263,0.0916176041672209,0.9957942631922811,0,2021-01-02,0,-3.801645051131194,-3.550936058014198,0.6341371669934102,0.383428173876414,-1.6461350356732445,-1.1115504381113364,0.510822428108598,-0.0237621694533101,0.0,23.167507884137784
1,1,2,10,1984.0,-1.8956126656892756,0.0342744633082746,2,2,1,33,-1.0,1.1028010998692062e-15,0.6234898018587336,-0.7818314824680297,0.0944722361987131,0.9955274966507024,0,2021-01-02,0,-3.167507884137784,-1.7314263541521675,1.2718952184485084,-0.164186311537108,-1.1353126075646465,0.160278595100441,1.169587070872921,-0.1260041317921663,0.0,21.89561266568927
1,1,2,11,1877.0,-0.9953135108046396,1.246970581453174,2,2,1,34,-0.8660254037844384,0.5000000000000004,0.5633200580636218,-0.826238774315995,0.0973260916600703,0.9952525467850738,0,2021-01-02,0,-1.8956126656892756,-0.5035962227775551,0.9002991548846361,-0.4917172880270843,0.0342744633082746,1.304233935100195,1.2126961181448994,-0.057263353647021,0.0,20.99531351080464
1,1,2,12,1842.0,-0.2954420053762544,2.122587364313797,2,2,1,35,-0.5000000000000001,0.8660254037844386,0.5000000000000003,-0.8660254037844385,0.1001791470923481,0.9949694158555076,0,2021-01-02,0,-0.9953135108046396,-0.1096197294782407,0.699871505428385,-0.1858222758980136,1.246970581453174,2.126558983770666,0.8756167828606232,-0.0039716194568688,0.0,20.295442005376255
1,1,2,13,1848.0,0.3029391011336616,2.538807010988763,2,2,1,36,-7.34788079488412e-16,1.0,0.4338837391175582,-0.900968867902419,0.1030313790431787,0.9946781061893646,0,2021-01-02,0,-0.2954420053762544,-0.0828622671239824,0.598381106509916,0.3858013682576441,2.122587364313797,2.52270084495762,0.4162196466749659,0.0161061660311432,0.0,19.69706089886634
1,1,2,14,1929.0,0.3988619282899566,2.4859651986151077,2,2,1,37,0.4999999999999988,0.8660254037844393,0.3653410243663948,-0.9308737486442044,0.1058827640669633,0.9943786201812364,0,2021-01-02,0,0.3029391011336616,-0.2142861971103133,0.095922827156295,0.61314812540027,2.538807010988763,2.465144546127212,-0.0528418123736553,0.0208206524878957,0.0,19.601138071710043
1,1,2,15,2202.0,-0.1300241904952922,1.9652237235497272,2,2,1,38,0.8660254037844377,0.5000000000000017,0.2947551744109046,-0.9555728057861406,0.1087332787250648,0.9940709602929246,0,2021-01-02,0,0.3988619282899566,-0.5270020754212166,-0.5288861187852489,0.3969778849259243,2.4859651986151077,1.9116353059989668,-0.5207414750653803,0.0535884175507606,0.0,20.13002419049529
1,1,2,16,2279.0,-0.5171171213882869,1.026419271863752,2,2,1,39,1.0,2.57237725884603e-15,0.2225209339563145,-0.9749279121818236,0.1115828995860006,0.9937551290534206,0,2021-01-02,0,-0.1300241904952922,-0.7177346785561298,-0.3870929308929947,0.2006175571678429,1.9652237235497272,0.7986758626143663,-0.9388044516859751,0.2277434092493858,0.0,20.51711712138829
1,1,2,17,2647.0,-0.7802182626153851,-0.1761629090535728,2,2,1,40,0.8660254037844385,-0.5000000000000003,0.1490422661761747,-0.9888308262251284,0.1144316032256353,0.9934311290588848,0,2021-01-02,0,-0.5171171213882869,-0.9782029679366304,-0.2631011412270981,0.1979847053212453,1.026419271863752,-0.378918400565337,-1.202582180917325,0.2027554915117642,0.0,20.780218262615385
1,1,2,18,2702.0,-1.461750722232558,-1.3554104568246574,2,2,1,41,0.5000000000000033,-0.8660254037844367,0.0747300935864246,-0.99720379718118,0.1172793662273732,0.9930989629726262,0,2021-01-02,0,-0.7802182626153851,-1.6050468116737346,-0.6815324596171728,0.1432960894411767,-0.1761629090535728,-1.4066434970760298,-1.1792475477710846,0.0512330402513723,0.0,21.46175072223256
1,1,2,19,2690.0,-1.8034632606374783,-1.6461350356732445,2,2,1,42,8.572527594031472e-16,-1.0,1.2246467991473532e-16,-1.0,0.1201261651823505,0.9927586335250792,0,2021-01-02,0,-1.461750722232558,-1.9288998442638228,-0.3417125384049206,0.1254365836263442,-1.3554104568246574,-1.6461350356732445,-0.290724578848587,0.0,0.0,21.80346326063748
1,1,2,20,2614.0,-2.1405267305349156,-1.6461350356732445,2,2,1,43,-0.4999999999999987,-0.8660254037844394,-0.0747300935864239,-0.99720379718118,0.122971976689628,0.992410143513782,0,2021-01-02,0,-1.8034632606374783,-2.1053867906700563,-0.3370634698974371,-0.0351399398648593,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.140526730534916
1,1,2,21,2519.0,-2.285414567745269,-1.6461350356732445,2,2,1,44,-0.8660254037844376,-0.5000000000000018,-0.149042266176174,-0.9888308262251286,0.1258167773563837,0.9920534958033534,0,2021-01-02,0,-2.1405267305349156,-2.216457569044756,-0.1448878372103532,-0.0689569987005129,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.28541456774527
1,1,2,22,2375.0,-2.5956307014230373,-1.6461350356732445,2,2,1,45,-1.0,8.578717400397357e-16,-0.2225209339563142,-0.9749279121818236,0.1286605437981043,0.9916886933254688,0,2021-01-02,0,-2.285414567745269,-2.241285728820178,-0.3102161336777684,-0.3543449726028593,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.595630701423037
1,1,2,23,2186.0,-3.025630002676601,-1.6461350356732445,2,2,1,46,-0.8660254037844403,0.4999999999999971,-0.2947551744109039,-0.9555728057861408,0.1315032526387785,0.9913157390788374,0,2021-01-02,0,-2.5956307014230373,-2.341426015576945,-0.4299993012535639,-0.6842039870996564,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.0256300026766
1,1,2,24,2011.0,-3.24283733221125,-1.6461350356732445,2,2,1,47,-0.5000000000000003,0.8660254037844385,-0.365341024366395,-0.9308737486442042,0.134344880511088,0.9909346361291756,0,2021-01-02,0,-3.025630002676601,-2.5258670576489974,-0.2172073295346481,-0.7169702745622519,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.24283733221125
1,1,3,1,1915.0,-3.343834269950453,-1.6461350356732445,3,3,2,48,-9.797174393178826e-16,1.0,-0.433883739117558,-0.9009688679024191,0.1371854040566005,0.9905453876091832,0,2021-01-03,0,-3.24283733221125,-2.7144146156511986,-0.1009969377392034,-0.6294196542992543,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.343834269950452
1,1,3,2,1841.0,-3.5165262809861555,-1.6461350356732445,3,3,2,49,0.4999999999999986,0.8660254037844395,-0.4999999999999998,-0.8660254037844388,0.1400247999259614,0.990147996718518,0,2021-01-03,0,-3.343834269950453,-2.8901781388992056,-0.1726920110357026,-0.6263481420869499,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.516526280986156
1,1,3,3,1798.0,-3.693217046852015,-1.6461350356732445,3,3,2,50,0.8660254037844393,0.4999999999999988,-0.5633200580636221,-0.8262387743159949,0.1428630447790855,0.989742466723768,0,2021-01-03,0,-3.5165262809861555,-3.1673540705870686,-0.1766907658658594,-0.5258629762649463,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.693217046852016
1,1,3,4,1796.0,-3.8395393699970977,-1.6461350356732445,3,3,2,51,1.0,2.8173066186755008e-15,-0.6234898018587334,-0.7818314824680299,0.1457001152853491,0.9893288009584256,0,2021-01-03,0,-3.693217046852015,-3.4872049865492833,-0.1463223231450827,-0.3523343834478143,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.839539369997095
1,1,3,5,1870.0,-3.5190966898839067,-1.6461350356732445,3,3,2,52,0.8660254037844386,-0.5000000000000001,-0.6801727377709195,-0.7330518718298262,0.1485359881237819,0.9889070028228598,0,2021-01-03,0,-3.8395393699970977,-3.153791691250342,0.320442680113191,-0.3653049986335648,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.519096689883902
1,1,3,6,2031.0,-3.37984467036956,-1.6461350356732445,3,3,2,53,0.5000000000000004,-0.8660254037844384,-0.7330518718298263,-0.6801727377709194,0.1513706399832583,0.9884770757842888,0,2021-01-03,0,-3.5190966898839067,-3.281741449250041,0.1392520195143465,-0.0981032211195191,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.37984467036956
1,1,3,7,2208.0,-3.4758948932532356,-1.6461350356732445,3,3,2,54,1.102182119232618e-15,-1.0,-0.7818314824680297,-0.6234898018587336,0.1542040475626894,0.988039023376751,0,2021-01-03,0,-3.37984467036956,-3.3972672507221704,-0.0960502228836754,-0.0786276425310652,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.475894893253237
1,1,3,8,2219.0,-3.5529839239351064,-1.6461350356732445,3,3,2,55,-0.5000000000000016,-0.8660254037844377,-0.8262387743159949,-0.563320058063622,0.1570361875712143,0.9875928492010756,0,2021-01-03,0,-3.4758948932532356,-3.801645051131194,-0.0770890306818707,0.2486611271960876,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.552983923935106
1,1,3,9,2116.0,-2.4087511097839154,-1.1021801305670338,3,3,2,56,-0.8660254037844375,-0.500000000000002,-0.8660254037844384,-0.5000000000000004,0.1598670367283918,0.987138556924854,0,2021-01-03,0,-3.5529839239351064,-3.167507884137784,1.144232814151191,0.7587567743538686,-1.6461350356732445,-1.1353126075646465,0.5439549051062107,0.0331324769976126,0.0,22.40875110978391
1,1,3,10,1983.0,-0.8161468182194453,0.1712385793646428,3,3,2,57,-1.0,-2.939771298590236e-15,-0.900968867902419,-0.4338837391175583,0.1626965717643915,0.9866761502824086,0,2021-01-03,0,-2.4087511097839154,-1.8956126656892756,1.59260429156447,1.0794658474698302,-1.1021801305670338,0.0342744633082746,1.2734187099316765,0.1369641160563681,0.0,20.816146818219444
1,1,3,11,1869.0,0.4378307318029544,1.3188199533065164,3,3,2,58,-0.8660254037844386,0.5,-0.9308737486442042,-0.3653410243663949,0.1655247694201852,0.9862056330747632,0,2021-01-03,0,-0.8161468182194453,-0.9953135108046396,1.2539775500223995,1.433144242607594,0.1712385793646428,1.246970581453174,1.1475813739418737,0.0718493718533423,0.0,19.56216926819705
1,1,3,12,1828.0,1.031816246805544,2.1438699203393927,3,3,2,59,-0.5000000000000006,0.8660254037844384,-0.9555728057861406,-0.2947551744109046,0.1683516064477381,0.9857270091696108,0,2021-01-03,0,0.4378307318029544,-0.2954420053762544,0.5939855150025897,1.3272582521817986,1.3188199533065164,2.122587364313797,0.8250499670328764,0.0212825560255955,0.0,18.968183753194456
1,1,3,13,1876.0,0.9311388801296252,2.3589357532938395,3,3,2,60,-4.777360477947854e-15,1.0,-0.9749279121818236,-0.2225209339563146,0.1711770596101998,0.985240282501282,0,2021-01-03,0,1.031816246805544,0.3029391011336616,-0.1006773666759187,0.6281997789959637,2.1438699203393927,2.538807010988763,0.2150658329544468,-0.1798712576949235,0.0,19.068861119870373
1,1,3,14,1951.0,0.6138445379753406,2.245381400238747,3,3,2,61,0.4999999999999984,0.8660254037844396,-0.9888308262251284,-0.1490422661761743,0.1740011056820956,0.9847454570707134,0,2021-01-03,0,0.9311388801296252,0.3988619282899566,-0.3172943421542847,0.2149826096853839,2.3589357532938395,2.4859651986151077,-0.1135543530550924,-0.2405837983763605,0.0,19.38615546202466
1,1,3,15,2038.0,0.3236807045272882,1.835253898808517,3,3,2,62,0.8660254037844375,0.5000000000000021,-0.99720379718118,-0.0747300935864247,0.1768237214495169,0.9842425369454136,0,2021-01-03,0,0.6138445379753406,-0.1300241904952922,-0.2901638334480523,0.4537048950225805,2.245381400238747,1.9652237235497272,-0.4101275014302301,-0.1299698247412104,0.0,19.676319295472712
1,1,3,16,2212.0,0.0689241084741568,1.0021170165424451,3,3,2,63,1.0,-4.904777002955296e-16,-1.0,-1.8369701987210294e-16,0.1796448837103127,0.9837315262594304,0,2021-01-03,0,0.3236807045272882,-0.5171171213882869,-0.2547565960531314,0.5860412298624438,1.835253898808517,1.026419271863752,-0.8331368822660719,-0.024302255321307,0.0,19.931075891525843
1,1,3,17,2408.0,-0.236300282060855,-0.1559526741780546,3,3,2,64,0.8660254037844405,-0.4999999999999968,-0.99720379718118,0.0747300935864243,0.1824645692742796,0.9832124292133168,0,2021-01-03,0,0.0689241084741568,-0.7802182626153851,-0.3052243905350118,0.5439179805545301,1.0021170165424451,-0.1761629090535728,-1.1580696907204997,0.0202102348755181,0.0,20.236300282060856
1,1,3,18,2617.0,-0.7275283125880314,-1.3322385379804385,3,3,2,65,0.5000000000000007,-0.8660254037844383,-0.9888308262251286,0.1490422661761739,0.1852827549633531,0.9826852500740968,0,2021-01-03,0,-0.236300282060855,-1.461750722232558,-0.4912280305271764,0.7342224096445265,-0.1559526741780546,-1.3554104568246574,-1.176285863802384,0.0231719188442189,0.0,20.72752831258803
1,1,3,19,2605.0,-1.4046146541222817,-1.6461350356732445,3,3,2,66,-2.2056021997384123e-15,-1.0,-0.9749279121818236,0.2225209339563142,0.1880994176117976,0.9821499931752292,0,2021-01-03,0,-0.7275283125880314,-1.8034632606374783,-0.6770863415342503,0.3988486065151968,-1.3322385379804385,-1.6461350356732445,-0.313896497692806,0.0,0.0,21.40461465412228
1,1,3,20,2535.0,-1.8891182748126023,-1.6461350356732445,3,3,2,67,-0.4999999999999983,-0.8660254037844396,-0.9555728057861408,0.2947551744109043,0.1909145340663969,0.981606662916573,0,2021-01-03,0,-1.4046146541222817,-2.1405267305349156,-0.4845036206903206,0.2514084557223133,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,21.889118274812603
1,1,3,21,2457.0,-1.94977423742638,-1.6461350356732445,3,3,2,68,-0.8660254037844392,-0.4999999999999991,-0.930873748644204,0.3653410243663954,0.193728081186645,0.9810552637643511,0,2021-01-03,0,-1.8891182748126023,-2.285414567745269,-0.0606559626137779,0.3356403303188886,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,21.94977423742638
1,1,3,22,2333.0,-1.9560176351780505,-1.6461350356732445,3,3,2,69,-1.0,-3.1847006584197066e-15,-0.9009688679024191,0.4338837391175579,0.1965400358449358,0.9804958002511136,0,2021-01-03,0,-1.94977423742638,-2.5956307014230373,-0.0062433977516702,0.6396130662449868,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,21.95601763517805
1,1,3,23,2171.0,-2.5478734039524578,-1.6461350356732445,3,3,2,70,-0.8660254037844388,0.4999999999999998,-0.866025403784439,0.4999999999999993,0.1993503749267532,0.9799282769756992,0,2021-01-03,0,-1.9560176351780505,-3.025630002676601,-0.5918557687744073,0.4777565987241434,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.547873403952455
1,1,3,24,2024.0,-3.3402100766432534,-1.6461350356732445,3,3,2,71,-0.4999999999999976,0.86602540378444,-0.8262387743159947,0.5633200580636224,0.2021590753308616,0.9793526986032004,0,2021-01-03,0,-2.5478734039524578,-3.24283733221125,-0.7923366726907957,-0.097372744432004,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.340210076643253
1,1,4,1,1930.0,-3.6084386120252407,-1.6461350356732445,4,4,3,72,-1.469576158976824e-15,1.0,-0.7818314824680299,0.6234898018587334,0.2049661139694953,0.9787690698649216,0,2021-01-04,0,-3.3402100766432534,-3.343834269950453,-0.2682285353819873,-0.2646043420747879,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.60843861202524
1,1,4,2,1852.0,-3.8399830754886226,-1.6461350356732445,4,4,3,73,0.4999999999999951,0.8660254037844415,-0.7330518718298269,0.6801727377709188,0.2077714677685485,0.978177395558343,0,2021-01-04,0,-3.6084386120252407,-3.5165262809861555,-0.2315444634633818,-0.3234567945024671,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.83998307548862
1,1,4,3,1799.0,-4.009988082070683,-1.6461350356732445,4,4,3,74,0.8660254037844373,0.5000000000000023,-0.6801727377709191,0.7330518718298266,0.2105751136677648,0.9775776805470796,0,2021-01-04,0,-3.8399830754886226,-3.693217046852015,-0.1700050065820599,-0.3167710352186677,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.009988082070684
