Year,Month,Day,Hour,Load,Site-1 Temp,Site-2 Temp,Site-3 Temp,Site-4 Temp,Site-5 Temp,Site-1 GHI,Site-2 GHI,Site-3 GHI,Site-4 GHI,Site-5 GHI,Combined_Temp,Combined_GHI,Day_Clipped,DayOfYear,dow,Timestep,sin_day,cos_day,sin_week,cos_week,sin_year,cos_year,is_weekend,Date,is_holiday,lag_1_temp,lag_24_temp,delta_1_temp,delta_24_temp,lag_1_ghi,lag_24_ghi,delta_1_ghi,delta_24_ghi,CDH,HDH
1,1,2,2,1812.0,11.1,11.2,9.4,11.2,9.6,0,0,0,0,0,-2.8901781388992056,-1.6461350356732445,2,2,1,25,0.5000000000000006,0.8660254037844383,0.9555728057861407,-0.2947551744109042,0.07161540782622132,0.9974323201911416,0,2021-01-02,0,-2.7144146156511986,-4.137674035906879,-0.17576352324800704,1.2474958970076733,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.890178138899206
1,1,2,3,1801.0,10.2,10.9,9.2,10.5,8.6,0,0,0,0,0,-3.1673540705870686,-1.6461350356732445,2,2,1,26,0.8660254037844387,0.49999999999999994,0.9308737486442042,-0.3653410243663951,0.07447481848631847,0.9972228945483702,0,2021-01-02,0,-2.8901781388992056,-4.205328930628449,-0.27717593168786303,1.03797486004138,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.16735407058707
1,1,2,4,1772.0,9.5,10.3,8.4,9.7,7.8,0,0,0,0,0,-3.4872049865492833,-1.6461350356732445,2,2,1,27,1.0,5.51091059616309e-16,0.9009688679024191,-0.43388373911755806,0.07733361695682235,0.9970052716452283,0,2021-01-02,0,-3.1673540705870686,-4.409676234179682,-0.3198509159622147,0.9224712476303987,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.487204986549283
1,1,2,5,1849.0,10.3,10.3,8.3,11.5,8.9,0,0,0,0,0,-3.153791691250342,-1.6461350356732445,2,2,1,28,0.8660254037844393,-0.499999999999999,0.8660254037844387,-0.49999999999999983,0.08019177973815679,0.9967794532705954,0,2021-01-02,0,-3.4872049865492833,-4.435789724549862,0.3334132952989415,1.2819980332995198,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.15379169125034
1,1,2,6,2019.0,9.6,9.8,7.9,11.4,9.2,0,0,0,0,0,-3.281741449250041,-1.6461350356732445,2,2,1,29,0.5,-0.8660254037844386,0.8262387743159949,-0.5633200580636221,0.083049283335971,0.9965454412807183,0,2021-01-02,0,-3.153791691250342,-4.568203640924901,-0.1279497579996991,1.2864621916748602,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.281741449250042
1,1,2,7,2206.0,9.1,9.5,7.3,11.4,9.2,0,0,0,0,0,-3.3972672507221704,-1.6461350356732445,2,2,1,30,2.388680238973927e-15,-1.0,0.7818314824680299,-0.6234898018587335,0.08590610426133272,0.9963032375991965,0,2021-01-02,0,-3.281741449250041,-4.453775707552221,-0.11552580147212943,1.0565084568300502,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.39726725072217
1,1,2,8,2236.0,8.6,8.6,6.6,10.2,7.9,0,0,0,0,0,-3.801645051131194,-1.6461350356732445,2,2,1,31,-0.49999999999999895,-0.8660254037844393,0.7330518718298265,-0.6801727377709192,0.08876221903092135,0.9960528442169656,0,2021-01-02,0,-3.3972672507221704,-4.505767098962182,-0.4043778004090237,0.704122047830988,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.801645051131196
1,1,2,9,2153.0,10.4,10.3,8.4,10.7,9.5,69,65,73,69,72,-3.167507884137784,-1.1353126075646465,2,2,1,32,-0.8660254037844377,-0.5000000000000016,0.6801727377709194,-0.7330518718298263,0.09161760416722092,0.9957942631922813,0,2021-01-02,0,-3.801645051131194,-3.550936058014198,0.6341371669934102,0.38342817387641404,-1.6461350356732445,-1.1115504381113364,0.510822428108598,-0.02376216945331011,0.0,23.167507884137784
1,1,2,10,1984.0,13.5,12.7,11.7,13.3,12.9,232,200,222,245,244,-1.8956126656892756,0.03427446330827465,2,2,1,33,-1.0,1.1028010998692062e-15,0.6234898018587336,-0.7818314824680297,0.09447223619871316,0.9955274966507025,0,2021-01-02,0,-3.167507884137784,-1.7314263541521675,1.2718952184485084,-0.16418631153710805,-1.1353126075646465,0.160278595100441,1.169587070872921,-0.12600413179216635,0.0,21.895612665689274
1,1,2,11,1877.0,15.1,14.6,14.5,15.3,15.2,386,387,392,405,402,-0.9953135108046395,1.246970581453174,2,2,1,34,-0.8660254037844384,0.5000000000000004,0.5633200580636218,-0.826238774315995,0.09732609166007032,0.9952525467850738,0,2021-01-02,0,-1.8956126656892756,-0.5035962227775551,0.9002991548846361,-0.49171728802708436,0.03427446330827465,1.304233935100195,1.2126961181448994,-0.057263353647021065,0.0,20.99531351080464
1,1,2,12,1842.0,16.3,15.8,16.9,17.2,16.8,510,503,516,520,520,-0.2954420053762544,2.122587364313797,2,2,1,35,-0.5000000000000001,0.8660254037844386,0.5000000000000003,-0.8660254037844385,0.10017914709234817,0.9949694158555075,0,2021-01-02,0,-0.9953135108046395,-0.10961972947824075,0.699871505428385,-0.18582227589801367,1.246970581453174,2.126558983770666,0.8756167828606232,-0.003971619456868858,0.0,20.295442005376255
1,1,2,13,1848.0,17.7,16.9,18.7,18.6,18.1,568,562,571,576,576,0.3029391011336616,2.538807010988763,2,2,1,36,-7.347880794884119e-16,1.0,0.43388373911755823,-0.900968867902419,0.10303137904317879,0.9946781061893646,0,2021-01-02,0,-0.2954420053762544,-0.08286226712398248,0.598381106509916,0.3858013682576441,2.122587364313797,2.52270084495762,0.4162196466749659,0.016106166031143232,0.0,19.69706089886634
1,1,2,14,1929.0,17.8,16.4,19.4,18.9,18.9,562,556,561,569,569,0.39886192828995665,2.4859651986151077,2,2,1,37,0.49999999999999883,0.8660254037844393,0.3653410243663948,-0.9308737486442044,0.10588276406696336,0.9943786201812365,0,2021-01-02,0,0.3029391011336616,-0.2142861971103133,0.09592282715629502,0.61314812540027,2.538807010988763,2.465144546127212,-0.05284181237365537,0.020820652487895774,0.0,19.601138071710043
1,1,2,15,2202.0,16.7,15.8,19.1,16.6,17.4,492,486,490,497,497,-0.13002419049529224,1.9652237235497274,2,2,1,38,0.8660254037844377,0.5000000000000017,0.2947551744109046,-0.9555728057861406,0.1087332787250648,0.9940709602929246,0,2021-01-02,0,0.39886192828995665,-0.5270020754212166,-0.5288861187852489,0.39697788492592434,2.4859651986151077,1.9116353059989668,-0.5207414750653803,0.0535884175507606,0.0,20.13002419049529
1,1,2,16,2279.0,16.2,14.9,17.2,16.1,16.4,365,360,362,367,368,-0.5171171213882869,1.0264192718637521,2,2,1,39,1.0,2.57237725884603e-15,0.2225209339563145,-0.9749279121818236,0.11158289958600062,0.9937551290534206,0,2021-01-02,0,-0.13002419049529224,-0.7177346785561298,-0.3870929308929947,0.2006175571678429,1.9652237235497274,0.7986758626143663,-0.9388044516859753,0.22774340924938585,0.0,20.51711712138829
1,1,2,17,2647.0,15.4,14.7,15.1,15.9,16.2,202,197,197,203,203,-0.7802182626153851,-0.1761629090535728,2,2,1,40,0.8660254037844385,-0.5000000000000003,0.14904226617617472,-0.9888308262251285,0.11443160322563538,0.9934311290588849,0,2021-01-02,0,-0.5171171213882869,-0.9782029679366304,-0.26310114122709816,0.19798470532124535,1.0264192718637521,-0.378918400565337,-1.202582180917325,0.2027554915117642,0.0,20.780218262615385
1,1,2,18,2702.0,13.5,13.4,13.7,14.5,14.4,41,38,36,42,41,-1.4617507222325579,-1.3554104568246574,2,2,1,41,0.5000000000000033,-0.8660254037844367,0.07473009358642467,-0.9972037971811801,0.11727936622737321,0.9930989629726262,0,2021-01-02,0,-0.7802182626153851,-1.6050468116737346,-0.6815324596171728,0.14329608944117678,-0.1761629090535728,-1.4066434970760298,-1.1792475477710846,0.05123304025137232,0.0,21.46175072223256
1,1,2,19,2690.0,12.6,13.0,14.0,13.5,12.7,0,0,0,0,0,-1.8034632606374785,-1.6461350356732445,2,2,1,42,8.572527594031472e-16,-1.0,1.2246467991473532e-16,-1.0,0.1201261651823505,0.9927586335250793,0,2021-01-02,0,-1.4617507222325579,-1.9288998442638228,-0.34171253840492066,0.12543658362634424,-1.3554104568246574,-1.6461350356732445,-0.29072457884858705,0.0,0.0,21.80346326063748
1,1,2,20,2614.0,11.9,12.4,12.8,12.2,12.6,0,0,0,0,0,-2.1405267305349156,-1.6461350356732445,2,2,1,43,-0.4999999999999987,-0.8660254037844394,-0.07473009358642398,-0.9972037971811801,0.12297197668962807,0.9924101435137821,0,2021-01-02,0,-1.8034632606374785,-2.1053867906700563,-0.3370634698974371,-0.035139939864859304,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.140526730534916
1,1,2,21,2519.0,10.7,14.5,9.6,12.4,11.8,0,0,0,0,0,-2.285414567745269,-1.6461350356732445,2,2,1,44,-0.8660254037844376,-0.5000000000000018,-0.14904226617617403,-0.9888308262251286,0.1258167773563837,0.9920534958033534,0,2021-01-02,0,-2.1405267305349156,-2.216457569044756,-0.14488783721035325,-0.06895699870051297,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.28541456774527
1,1,2,22,2375.0,10.4,13.2,7.7,12.5,11.3,0,0,0,0,0,-2.5956307014230373,-1.6461350356732445,2,2,1,45,-1.0,8.578717400397356e-16,-0.22252093395631428,-0.9749279121818236,0.12866054379810438,0.9916886933254689,0,2021-01-02,0,-2.285414567745269,-2.241285728820178,-0.31021613367776846,-0.35434497260285935,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.595630701423037
1,1,2,23,2186.0,9.9,10.8,8.0,11.8,10.2,0,0,0,0,0,-3.025630002676601,-1.6461350356732445,2,2,1,46,-0.8660254037844403,0.4999999999999971,-0.29475517441090393,-0.9555728057861408,0.1315032526387785,0.9913157390788374,0,2021-01-02,0,-2.5956307014230373,-2.341426015576945,-0.4299993012535639,-0.6842039870996564,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.0256300026766
1,1,2,24,2011.0,9.8,9.9,7.9,11.5,9.2,0,0,0,0,0,-3.2428373322112494,-1.6461350356732445,2,2,1,47,-0.5000000000000003,0.8660254037844385,-0.36534102436639504,-0.9308737486442042,0.13434488051108803,0.9909346361291755,0,2021-01-02,0,-3.025630002676601,-2.5258670576489974,-0.21720732953464816,-0.7169702745622519,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.24283733221125
1,1,3,1,1915.0,9.4,9.4,7.6,11.9,8.8,0,0,0,0,0,-3.343834269950453,-1.6461350356732445,3,3,2,48,-9.797174393178826e-16,1.0,-0.433883739117558,-0.9009688679024191,0.13718540405660057,0.9905453876091833,0,2021-01-03,0,-3.2428373322112494,-2.7144146156511986,-0.10099693773920349,-0.6294196542992543,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.343834269950452
1,1,3,2,1841.0,8.4,8.9,7.3,11.9,8.7,0,0,0,0,0,-3.5165262809861555,-1.6461350356732445,3,3,2,49,0.4999999999999986,0.8660254037844395,-0.4999999999999998,-0.8660254037844388,0.14002479992596145,0.990147996718518,0,2021-01-03,0,-3.343834269950453,-2.8901781388992056,-0.17269201103570264,-0.6263481420869499,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.516526280986156
1,1,3,3,1798.0,7.7,8.2,7.3,11.5,8.7,0,0,0,0,0,-3.693217046852015,-1.6461350356732445,3,3,2,50,0.8660254037844393,0.49999999999999883,-0.5633200580636221,-0.8262387743159949,0.14286304477908554,0.989742466723768,0,2021-01-03,0,-3.5165262809861555,-3.1673540705870686,-0.1766907658658594,-0.5258629762649463,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.693217046852016
1,1,3,4,1796.0,7.1,7.6,7.6,11.1,8.6,0,0,0,0,0,-3.8395393699970977,-1.6461350356732445,3,3,2,51,1.0,2.8173066186755008e-15,-0.6234898018587334,-0.7818314824680299,0.14570011528534918,0.9893288009584256,0,2021-01-03,0,-3.693217046852015,-3.4872049865492833,-0.14632232314508276,-0.3523343834478143,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.839539369997098
1,1,3,5,1870.0,8.3,8.3,7.5,10.4,11.2,0,0,0,0,0,-3.5190966898839067,-1.6461350356732445,3,3,2,52,0.8660254037844386,-0.5000000000000001,-0.6801727377709195,-0.7330518718298262,0.14853598812378194,0.9889070028228598,0,2021-01-03,0,-3.8395393699970977,-3.153791691250342,0.320442680113191,-0.3653049986335648,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.519096689883906
1,1,3,6,2031.0,8.0,8.9,6.8,11.2,12.1,0,0,0,0,0,-3.37984467036956,-1.6461350356732445,3,3,2,53,0.5000000000000004,-0.8660254037844384,-0.7330518718298263,-0.6801727377709194,0.1513706399832583,0.9884770757842889,0,2021-01-03,0,-3.5190966898839067,-3.281741449250041,0.13925201951434651,-0.09810322111951919,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.37984467036956
1,1,3,7,2208.0,8.7,9.0,6.9,11.1,10.0,0,0,0,0,0,-3.4758948932532356,-1.6461350356732445,3,3,2,54,1.102182119232618e-15,-1.0,-0.7818314824680297,-0.6234898018587336,0.1542040475626894,0.988039023376751,0,2021-01-03,0,-3.37984467036956,-3.3972672507221704,-0.09605022288367548,-0.07862764253106524,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.475894893253237
1,1,3,8,2219.0,8.6,8.4,8.3,10.3,9.8,0,0,0,0,0,-3.5529839239351064,-1.6461350356732445,3,3,2,55,-0.5000000000000016,-0.8660254037844377,-0.8262387743159949,-0.563320058063622,0.15703618757121435,0.9875928492010756,0,2021-01-03,0,-3.4758948932532356,-3.801645051131194,-0.07708903068187078,0.24866112719608768,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.552983923935106
1,1,3,9,2116.0,11.9,10.3,11.1,12.9,12.4,74,65,72,79,80,-2.4087511097839154,-1.1021801305670338,3,3,2,56,-0.8660254037844375,-0.500000000000002,-0.8660254037844384,-0.5000000000000004,0.15986703672839186,0.9871385569248539,0,2021-01-03,0,-3.5529839239351064,-3.167507884137784,1.144232814151191,0.7587567743538686,-1.6461350356732445,-1.1353126075646465,0.5439549051062107,0.03313247699761268,0.0,22.408751109783914
1,1,3,10,1983.0,15.3,13.7,14.8,17.2,15.8,246,234,248,254,256,-0.8161468182194453,0.1712385793646428,3,3,2,57,-1.0,-2.939771298590236e-15,-0.900968867902419,-0.4338837391175583,0.16269657176439156,0.9866761502824086,0,2021-01-03,0,-2.4087511097839154,-1.8956126656892756,1.59260429156447,1.0794658474698302,-1.1021801305670338,0.03427446330827465,1.2734187099316765,0.13696411605636816,0.0,20.816146818219444
1,1,3,11,1869.0,17.5,17.0,18.1,19.8,18.9,400,385,404,414,417,0.43783073180295445,1.3188199533065164,3,3,2,58,-0.8660254037844386,0.5,-0.9308737486442042,-0.3653410243663949,0.16552476942018526,0.9862056330747632,0,2021-01-03,0,-0.8161468182194453,-0.9953135108046395,1.2539775500223997,1.433144242607594,0.1712385793646428,1.246970581453174,1.1475813739418737,0.07184937185334239,0.0,19.562169268197046
1,1,3,12,1828.0,19.3,18.4,19.8,20.1,20.7,517,501,516,523,526,1.031816246805544,2.1438699203393927,3,3,2,59,-0.5000000000000006,0.8660254037844384,-0.9555728057861406,-0.29475517441090465,0.1683516064477381,0.9857270091696108,0,2021-01-03,0,0.43783073180295445,-0.2954420053762544,0.5939855150025897,1.3272582521817986,1.3188199533065164,2.122587364313797,0.8250499670328764,0.02128255602559559,0.0,18.968183753194456
1,1,3,13,1876.0,18.6,18.4,20.6,19.4,20.5,544,538,535,556,557,0.9311388801296253,2.3589357532938395,3,3,2,60,-4.777360477947854e-15,1.0,-0.9749279121818236,-0.2225209339563146,0.17117705961019986,0.985240282501282,0,2021-01-03,0,1.031816246805544,0.3029391011336616,-0.10067736667591876,0.6281997789959637,2.1438699203393927,2.538807010988763,0.2150658329544468,-0.17987125769492351,0.0,19.068861119870373
1,1,3,14,1951.0,17.4,18.5,20.7,18.3,19.1,538,534,526,528,528,0.6138445379753406,2.245381400238747,3,3,2,61,0.4999999999999984,0.8660254037844396,-0.9888308262251285,-0.14904226617617433,0.1740011056820956,0.9847454570707134,0,2021-01-03,0,0.9311388801296253,0.39886192828995665,-0.31729434215428476,0.2149826096853839,2.3589357532938395,2.4859651986151077,-0.11355435305509243,-0.24058379837636057,0.0,19.38615546202466
1,1,3,15,2038.0,17.0,17.8,19.9,17.7,18.2,482,480,455,480,477,0.32368070452728825,1.835253898808517,3,3,2,62,0.8660254037844375,0.5000000000000021,-0.9972037971811801,-0.07473009358642473,0.17682372144951697,0.9842425369454135,0,2021-01-03,0,0.6138445379753406,-0.13002419049529224,-0.2901638334480523,0.4537048950225805,2.245381400238747,1.9652237235497274,-0.41012750143023013,-0.12996982474121044,0.0,19.676319295472712
1,1,3,16,2212.0,16.5,17.1,18.6,17.8,17.4,362,365,352,365,362,0.06892410847415686,1.0021170165424451,3,3,2,63,1.0,-4.904777002955296e-16,-1.0,-1.8369701987210297e-16,0.17964488371031276,0.9837315262594303,0,2021-01-03,0,0.32368070452728825,-0.5171171213882869,-0.2547565960531314,0.5860412298624438,1.835253898808517,1.0264192718637521,-0.8331368822660719,-0.02430225532130703,0.0,19.931075891525843
